-1.000000000000000000e+01 -7.895421740040409198e+00
-9.979979979979979987e+00 -8.161725627816213802e+00
-9.959959959959959974e+00 -8.301307890807120060e+00
-9.939939939939939961e+00 -8.288410891932020519e+00
-9.919919919919919948e+00 -8.121367584530222672e+00
-9.899899899899899935e+00 -7.822530433569284014e+00
-9.879879879879879923e+00 -7.434475633281402374e+00
-9.859859859859859910e+00 -7.013149759354215362e+00
-9.839839839839839897e+00 -6.619080267703326470e+00
-9.819819819819819884e+00 -6.308039880027771495e+00
-9.799799799799799871e+00 -6.122602879567287992e+00
-9.779779779779779858e+00 -6.085858694986967521e+00
-9.759759759759759845e+00 -6.198188473933147868e+00
-9.739739739739739832e+00 -6.437524343293738127e+00
-9.719719719719719819e+00 -6.762976236105707528e+00
-9.699699699699699806e+00 -7.121209496952725537e+00
-9.679679679679679793e+00 -7.454561887378761575e+00
-9.659659659659659781e+00 -7.709656281966681846e+00
-9.639639639639639768e+00 -7.845224272695974221e+00
-9.619619619619619755e+00 -7.838005686752662626e+00
-9.599599599599599742e+00 -7.685901158172167236e+00
-9.579579579579579729e+00 -7.407978110460899046e+00
-9.559559559559559716e+00 -7.041399242351539911e+00
-9.539539539539539703e+00 -6.635787160505114635e+00
-9.519519519519519690e+00 -6.245895628200594629e+00
-9.499499499499499677e+00 -5.923678546179030668e+00
-9.479479479479479664e+00 -5.710905235650514555e+00
-9.459459459459459651e+00 -5.633362247649859711e+00
-9.439439439439439639e+00 -5.697428921346670450e+00
-9.419419419419419626e+00 -5.889457136914045599e+00
-9.399399399399399613e+00 -6.177979142755150477e+00
-9.379379379379379600e+00 -6.518369899321233341e+00
-9.359359359359359587e+00 -6.859257429617132473e+00
-9.339339339339339574e+00 -7.149750401249661991e+00
-9.319319319319319561e+00 -7.346463948590212567e+00
-9.299299299299299548e+00 -7.419380022751503212e+00
-9.279279279279279535e+00 -7.355764688499385251e+00
-9.259259259259259522e+00 -7.161651643075171769e+00
-9.239239239239239510e+00 -6.860746083271283879e+00
-9.219219219219219497e+00 -6.490956940884471393e+00
-9.199199199199199484e+00 -6.099080188967578309e+00
-9.179179179179179471e+00 -5.734390338247267849e+00
-9.159159159159159458e+00 -5.442022760913912904e+00
-9.139139139139139445e+00 -5.257033185684749199e+00
-9.119119119119119432e+00 -5.199906452170141691e+00
-9.099099099099099419e+00 -5.274073757548407571e+00
-9.079079079079079406e+00 -5.465717806235193876e+00
-9.059059059059059393e+00 -5.745837670957287813e+00
-9.039039039039039380e+00 -6.074251052886592284e+00
-9.019019019019019368e+00 -6.404968835498551449e+00
-8.998998998998999355e+00 -6.692215013880256080e+00
-8.978978978978979342e+00 -6.896302224090290700e+00
-8.958958958958959329e+00 -6.988613692522556597e+00
-8.938938938938939316e+00 -6.955077512628770720e+00
-8.918918918918919303e+00 -6.797728066044178341e+00
-8.898898898898899290e+00 -6.534202916558049523e+00
-8.878878878878879277e+00 -6.195287939029045177e+00
-8.858858858858859264e+00 -5.820865119250345998e+00
-8.838838838838839251e+00 -5.454806928242050823e+00
-8.818818818818819238e+00 -5.139476721790136260e+00
-8.798798798798799226e+00 -4.910524621028069525e+00
-8.778778778778779213e+00 -4.792612247578398765e+00
-8.758758758758759200e+00 -4.796567613996141510e+00
-8.738738738738739187e+00 -4.918282418320896632e+00
-8.718718718718719174e+00 -5.139443150110863279e+00
-8.698698698698699161e+00 -5.429962796886621312e+00
-8.678678678678679148e+00 -5.751778848157051094e+00
-8.658658658658659135e+00 -6.063529055133907164e+00
-8.638638638638639122e+00 -6.325525741286840642e+00
-8.618618618618619109e+00 -6.504430793266606337e+00
-8.598598598598599096e+00 -6.577086291541311525e+00
-8.578578578578579084e+00 -6.533071113356538007e+00
-8.558558558558559071e+00 -6.375715806079945480e+00
-8.538538538538539058e+00 -6.121495839363129576e+00
-8.518518518518519045e+00 -5.797914111329203202e+00
-8.498498498498499032e+00 -5.440155047325873738e+00
-8.478478478478479019e+00 -5.086925713768131629e+00
-8.458458458458459006e+00 -4.775980237732487588e+00
-8.438438438438438993e+00 -4.539845223636497451e+00
-8.418418418418418980e+00 -4.402225644769854895e+00
-8.398398398398398967e+00 -4.375479498521245958e+00
-8.378378378378378954e+00 -4.459417699379445210e+00
-8.358358358358358942e+00 -4.641529636912912871e+00
-8.338338338338338929e+00 -4.898572948848797459e+00
-8.318318318318318916e+00 -5.199316606497787596e+00
-8.298298298298298903e+00 -5.508105461216322496e+00
-8.278278278278278890e+00 -5.788834183059962335e+00
-8.258258258258258877e+00 -6.008886245000455872e+00
-8.238238238238238864e+00 -6.142610908415541360e+00
-8.218218218218218851e+00 -6.173974209383748857e+00
-8.198198198198198838e+00 -6.098120095916123695e+00
-8.178178178178178825e+00 -5.921702860936211010e+00
-8.158158158158158813e+00 -5.661987462588856879e+00
-8.138138138138138800e+00 -5.344845349441017746e+00
-8.118118118118118787e+00 -5.001886271823369867e+00
-8.098098098098098774e+00 -4.667050057406845198e+00
-8.078078078078078761e+00 -4.373028852686798196e+00
-8.058058058058058748e+00 -4.147896498163915702e+00
-8.038038038038038735e+00 -4.012288498281996851e+00
-8.018018018018018722e+00 -3.977408502460100692e+00
-7.997997997997997821e+00 -4.044043692631146492e+00
-7.977977977977977808e+00 -4.202662635190911544e+00
-7.957957957957957795e+00 -4.434556748203858589e+00
-7.937937937937937782e+00 -4.713882136226297703e+00
-7.917917917917917769e+00 -5.010372393757503318e+00
-7.897897897897897757e+00 -5.292433002618359694e+00
-7.877877877877877744e+00 -5.530299083346507771e+00
-7.857857857857857731e+00 -5.698942102668477006e+00
-7.837837837837837718e+00 -5.780445955806943203e+00
-7.817817817817817705e+00 -5.765633912869843059e+00
-7.797797797797797692e+00 -5.654808151965104557e+00
-7.777777777777777679e+00 -5.457554355584250949e+00
-7.757757757757757666e+00 -5.191655852806227323e+00
-7.737737737737737653e+00 -4.881246088898703483e+00
-7.717717717717717640e+00 -4.554396999165584603e+00
-7.697697697697697627e+00 -4.240388213679861629e+00
-7.677677677677677615e+00 -3.966924312244235029e+00
-7.657657657657657602e+00 -3.757563527909698387e+00
-7.637637637637637589e+00 -3.629592829315738900e+00
-7.617617617617617576e+00 -3.592534917363614078e+00
-7.597597597597597563e+00 -3.647407857042164636e+00
-7.577577577577577550e+00 -3.786784514887908237e+00
-7.557557557557557537e+00 -3.995623864016628168e+00
-7.537537537537537524e+00 -4.252776531186424513e+00
-7.517517517517517511e+00 -4.533008841596289251e+00
-7.497497497497497498e+00 -4.809347862615394043e+00
-7.477477477477477485e+00 -5.055527634166384843e+00
-7.457457457457457473e+00 -5.248315070448919428e+00
-7.437437437437437460e+00 -5.369512182512643506e+00
-7.417417417417417447e+00 -5.407466817734414732e+00
-7.397397397397397434e+00 -5.357973126184310431e+00
-7.377377377377377421e+00 -5.224500527388030058e+00
